"","Taxonomy","Forest A1","Forest A2","Forest B1","Forest B2","Forest C1","Forest C2","Forest Interior A1","Forest Interior A2","Forest Interior B1","Forest Interior B2","Forest Interior C1","Forest Interior C2","Forest Exterior A1","Forest Exterior A2","Forest Exterior B1","Forest Exterior B2","Forest Exterior C1","Forest Exterior C2","Pioneer Near A1","Pioneer Near A2","Pioneer Near B1","Pioneer Near B2","Pioneer Near C1","Pioneer Near C2","Pioneer Far A1","Pioneer Far A2","Pioneer Far B1","Pioneer Far B2","Pioneer Far C1","Pioneer Far C2","Grass Near A1","Grass Near A2","Grass Near B1","Grass Near B2","Grass Near C1","Grass Near C2","UMNR A1","UMNR A2","UMNR B1","UMNR B2","UMNR C1","UMNR C2","Grass Far A2","Grass Far  B1","Grass Far  B2","Grass Far C1 ","Grass Far C2","guild"
"148","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae",0,0,22,0,29,24,0,0,0,0,32,35,0,0,30,0,0,0,0,0,0,0,0,0,73,23,0,0,0,16,0,0,0,0,0,0,9,9,10,49,0,75,0,0,0,19,0,"Plant Saprotroph-Wood Saprotroph"
"153","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,107,0,0,37,0,151,0,0,0,0,0,0,0,0,0,52,69,"Animal Pathogen-Fungal Parasite-Undefined Saprotroph"
"154","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,88,0,0,0,0,0,0,0,0,0,0,0,14,36,76,18,0,83,6,0,0,0,0,0,0,31,0,23,0,28,"Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph"
"155","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,26,83,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undefined Saprotroph"
"156","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,130,96,78,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph"
"158","k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;g__Glutinoglossum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,403,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"Undefined Saprotroph"
"159","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_hamatum",29,0,28,0,0,9,81,24,12,17,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,26,16,33,0,0,0,0,0,0,0,32,11,8,14,0,26,0,0,14,0,34,"Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph"
"161","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__unidentified",10,5,0,0,0,0,0,0,6,6,0,0,39,17,15,3,13,59,0,0,5,0,13,0,0,0,0,0,0,0,10,22,19,40,0,0,0,0,0,0,0,0,45,47,29,7,17,"Ectomycorrhizal-Undefined Saprotroph"
"162","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma",0,0,17,15,0,24,0,0,94,28,95,0,0,0,0,0,0,0,44,41,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,"Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph"
"163","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,56,236,0,0,0,0,0,0,0,26,0,0,0,0,"Animal Pathogen-Fungal Parasite-Undefined Saprotroph"
"164","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,127,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,56,0,0,0,0,0,"Ectomycorrhizal-Undefined Saprotroph"
"175","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,304,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undefined Saprotroph"
"176","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,255,0,0,0,0,0,"Wood Saprotroph"
"179","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma",18,11,9,15,16,14,12,25,16,22,27,9,6,14,0,6,8,8,14,14,15,10,29,10,0,0,6,0,0,0,0,4,6,0,5,0,0,0,17,11,13,0,0,0,0,0,0,"Plant Pathogen-Wood Saprotroph"
"180","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae",0,0,28,73,107,76,0,0,0,0,46,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Plant Saprotroph-Wood Saprotroph"
"185","k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolus",0,0,16,17,78,9,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,7,0,0,35,195,0,0,0,0,0,0,0,0,0,5,0,0,"Dung Saprotroph-Soil Saprotroph-Wood Saprotroph"
"186","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",0,0,0,0,0,0,13,0,0,0,36,47,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,39,29,27,31,88,0,0,0,0,0,"Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph"
"187","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae",99,24,0,0,0,0,36,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,39,36,7,74,0,10,0,0,0,0,0,"Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph"
"190","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces",6,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,139,62,0,11,6,7,0,6,39,43,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undefined Saprotroph"
"191","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",0,0,0,11,0,0,132,0,0,54,0,0,0,0,0,0,0,0,0,16,0,0,23,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph"
"192","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Pseudophialophora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,188,0,172,"Plant Pathogen"
"193","k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Gongronella",0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,37,59,0,0,0,0,0,0,0,0,0,0,15,23,25,30,15,0,0,33,0,0,0,0,0,0,0,19,0,39,44,"Undefined Saprotroph"
"197","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",0,0,51,25,23,24,0,0,18,11,27,26,0,0,0,0,0,0,0,18,0,10,16,0,7,9,21,23,0,34,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,"Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph"
"198","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae",10,85,0,0,0,0,0,5,113,33,10,36,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,10,"Plant Saprotroph-Wood Saprotroph"
"199","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,"Ectomycorrhizal-Undefined Saprotroph"
"200","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,76,10,19,46,58,122,0,0,0,0,0,"Plant Saprotroph-Wood Saprotroph"
"201","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae",0,0,0,0,0,0,0,10,30,42,0,0,63,133,11,0,0,0,0,0,12,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph"
"202","k__Fungi;p__Entorrhizomycota;c__Entorrhizomycetes;o__Entorrhizales;f__Entorrhizaceae;g__Entorrhiza;s__unidentified",51,0,0,0,0,0,0,0,7,5,0,0,0,18,36,4,10,35,0,0,0,0,0,0,0,0,0,0,0,0,26,61,54,0,5,6,0,0,0,0,0,0,8,9,0,14,0,"Plant Pathogen"
"204","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae",0,0,0,0,0,0,0,0,0,0,0,0,14,17,10,19,57,58,0,0,0,0,0,0,0,0,0,0,0,0,17,8,3,0,0,0,0,0,0,0,0,0,28,13,33,11,58,"Plant Saprotroph-Wood Saprotroph"
"205","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron",0,21,0,0,0,0,5,0,10,12,0,0,0,0,0,0,0,0,13,10,0,0,0,0,43,63,17,66,0,8,0,0,0,0,0,0,0,10,3,28,12,21,0,0,0,0,0,"Ectomycorrhizal-Undefined Saprotroph"
"207","k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae",0,0,0,0,0,0,0,0,0,0,0,0,22,31,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,51,74,49,0,7,0,0,0,0,0,0,0,0,29,21,0,17,"Wood Saprotroph"
"209","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",22,35,0,0,0,0,64,144,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph"
"226","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Agaricus",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,60,177,0,0,0,0,0,0,0,0,0,10,47,0,0,0,0,0,5,0,3,0,0,0,0,"Undefined Saprotroph"
"231","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",0,5,0,0,0,0,0,17,18,15,0,0,0,0,0,6,0,0,10,16,0,7,18,10,0,0,28,63,0,0,0,0,0,0,0,0,0,23,9,0,17,45,0,0,0,0,0,"Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph"
"233","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae",0,0,0,0,0,0,0,0,14,52,0,0,0,0,68,7,40,29,0,0,0,0,0,0,0,0,13,16,0,0,0,0,17,6,7,21,0,0,0,0,0,0,0,15,0,0,0,"Plant Saprotroph-Wood Saprotroph"
"235","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,23,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,"Lichenized-Undefined Saprotroph"
"237","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__unidentified",5,13,0,0,0,0,33,0,43,0,0,0,0,0,0,0,0,0,0,5,3,0,5,5,0,0,118,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undefined Saprotroph"
"240","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavulinopsis;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,272,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lichenized-Undefined Saprotroph"
"244","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae",14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,46,41,16,81,0,0,0,0,0,"Plant Saprotroph-Wood Saprotroph"
"245","k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;g__Trichoglossum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,32,"Undefined Saprotroph"
"246","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__unidentified;s__unidentified",0,3,35,0,11,35,105,0,19,5,0,13,0,0,0,0,0,0,25,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,"Undefined Saprotroph"
"248","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,66,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,66,50,0,0,0,0,0,0,0,0,13,0,0,14,0,"Animal Pathogen-Fungal Parasite-Undefined Saprotroph"
"250","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae",0,0,71,37,12,148,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Plant Saprotroph-Wood Saprotroph"
"254","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae",0,0,0,0,0,0,0,0,86,0,0,0,0,0,34,0,0,0,0,0,31,68,0,0,0,0,0,0,0,0,30,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,"Plant Saprotroph-Wood Saprotroph"
"257","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma",40,30,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,11,0,0,0,0,21,13,19,7,0,32,0,10,0,0,0,0,0,0,0,0,0,0,9,10,9,10,0,24,0,"Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph"
"258","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,13,135,0,0,0,0,0,"Animal Pathogen-Fungal Parasite-Undefined Saprotroph"
"265","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,174,0,0,62,0,0,0,0,0,"Ectomycorrhizal-Fungal Parasite"
"268","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma",28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,26,12,11,0,15,20,38,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph"
"269","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,"Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph"
"270","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria",25,146,0,0,0,0,0,0,0,0,0,0,0,3,14,24,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,"Plant Saprotroph-Wood Saprotroph"
"275","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,22,0,0,26,0,0,0,0,0,0,0,0,0,0,0,59,71,0,32,0,0,0,0,0,0,0,0,0,0,0,"Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph"
"278","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,47,0,43,0,0,0,0,0,0,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,49,0,51,"Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph"
"279","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animal Pathogen-Fungal Parasite-Undefined Saprotroph"
"286","k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,58,36,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,0,0,0,0,0,40,0,0,18,22,"Wood Saprotroph"
"287","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma",0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,28,40,"Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph"
"291","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys",0,0,0,0,0,0,0,0,0,0,0,0,17,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,46,0,0,14,0,0,0,0,0,0,0,0,0,0,20,"Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph"
"295","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces",0,0,0,11,26,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undefined Saprotroph"
"299","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified",0,0,22,43,46,45,10,0,0,0,35,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ectomycorrhizal-Undefined Saprotroph"
"300","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae",0,0,43,44,15,40,0,0,0,0,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,"Plant Saprotroph-Wood Saprotroph"
"301","k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,85,44,0,0,0,0,0,6,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,21,"Arbuscular Mycorrhizal"
"302","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae",0,0,0,0,8,10,40,0,5,14,11,0,0,0,0,0,0,0,0,0,0,0,17,6,4,6,20,32,0,10,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,"Plant Saprotroph-Wood Saprotroph"
"305","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,10,24,71,14,30,0,0,0,0,0,"Ectomycorrhizal-Undefined Saprotroph"
"310","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,"Animal Pathogen-Fungal Parasite-Undefined Saprotroph"
"311","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,"Undefined Saprotroph"
"315","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae",5,0,9,2,12,114,0,0,5,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,"Dung Saprotroph-Plant Parasite-Soil Saprotroph-Undefined Saprotroph-Wood Saprotroph"
"316","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae",0,0,0,5,9,42,0,0,0,0,34,9,0,0,0,0,0,0,11,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undefined Saprotroph"
"320","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,2,0,0,0,0,0,0,0,"Endophyte-Plant Pathogen-Undefined Saprotroph"
"322","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leohumicola;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,"Undefined Saprotroph"
"329","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae",0,0,2,0,0,11,17,28,0,0,0,5,0,0,0,0,0,0,0,0,19,35,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dung Saprotroph-Plant Saprotroph"
"330","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora",14,0,0,0,0,0,0,0,25,5,0,0,0,0,7,7,21,12,0,0,0,0,0,0,0,0,0,6,0,0,28,16,13,0,0,17,0,0,0,0,0,0,0,0,0,8,14,"Animal Pathogen-Fungal Parasite-Undefined Saprotroph"
"331","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus",14,0,17,13,13,11,0,5,16,14,23,4,0,0,0,0,0,0,9,19,6,0,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dung Saprotroph-Plant Saprotroph-Wood Saprotroph"
"333","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__unidentified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,"Animal Pathogen-Fungal Parasite-Undefined Saprotroph"
"335","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae",0,0,0,0,0,0,185,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Endophyte-Plant Pathogen-Undefined Saprotroph"
"336","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Gliophorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,"Ectomycorrhizal-Undefined Saprotroph"
"338","k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,23,52,21,16,29,0,0,0,0,0,"Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph"
